day,last_updated,date,rf_low,rf_median,rf_high,rf_p90,rf_p60,rf_p50,rf_p20,rf_pdcp20,rf_pdcp60,rf_pdcp90,rf_direction,current_close,knn_low,knn_median,knn_high,knn_direction,knn_p20,knn_p60,knn_p90,knn_p50,knn_pdcp20,knn_pdcp60,knn_pdcp90,analog_price,spearman_low,spearman_median,spearman_high,spearman_p20,spearman_p60,spearman_p90,spearman_p50,spearman_pdcp20,spearman_pdcp60,spearman_pdcp90,pearson_low,pearson_median,pearson_high,pearson_p20,pearson_p60,pearson_p90,pearson_p50,pearson_pdcp20,pearson_pdcp60,pearson_pdcp90,cosine_low,cosine_median,cosine_high,cosine_p20,cosine_p60,cosine_p90,cosine_p50,cosine_pdcp20,cosine_pdcp60,cosine_pdcp90,euclidean_low,euclidean_median,euclidean_high,euclidean_p20,euclidean_p60,euclidean_p90,euclidean_p50,euclidean_pdcp20,euclidean_pdcp60,euclidean_pdcp90,mse_low,mse_median,mse_high,mse_p20,mse_p60,mse_p90,mse_p50,mse_pdcp20,mse_pdcp60,mse_pdcp90,kendall_low,kendall_median,kendall_high,kendall_p20,kendall_p60,kendall_p90,kendall_p50,kendall_pdcp20,kendall_pdcp60,kendall_pdcp90,manhattan_low,manhattan_median,manhattan_high,manhattan_p20,manhattan_p60,manhattan_p90,manhattan_p50,manhattan_pdcp20,manhattan_pdcp60,manhattan_pdcp90,mahalanobis_low,mahalanobis_median,mahalanobis_high,mahalanobis_p20,mahalanobis_p60,mahalanobis_p90,mahalanobis_p50,mahalanobis_pdcp20,mahalanobis_pdcp60,mahalanobis_pdcp90,knn_method,analog_direction,spearman_direction,pearson_direction,cosine_direction,euclidean_direction,mse_direction,kendall_direction,manhattan_direction,mahalanobis_direction,xgb_low,xgb_median,xgb_high,xgb_direction,xgb_p90,xgb_p60,xgb_p50,xgb_p20,xgb_pdcp20,xgb_pdcp60,xgb_pdcp90,lgb_low,lgb_median,lgb_high,lgb_direction,lgb_p90,lgb_p60,lgb_p50,lgb_p20,lgb_pdcp20,lgb_pdcp60,lgb_pdcp90,knn2_low,knn2_median,knn2_high,knn2_p20,knn2_p60,knn2_p90,knn2_p50,knn2_pdcp20,knn2_pdcp60,knn2_pdcp90,knn2_direction,knn2_vote_pct,knn2_regime,knn2_n_neighbors
31,2026-06-13,2026-07-27,857.75,1208.99,1908.38,857.75,1079.09,1208.99,1908.38,1908.38,1079.09,,UP,981.61,,,,,,,,,,,,872.94,735.16,946.55,1409.15,1213.72,866.13,735.16,946.55,1213.72,,,762.17,904.48,1602.91,1262.44,874.91,762.17,904.48,1262.44,,,762.58,891.22,1170.4,1132.68,855.99,762.58,891.22,1132.68,,,759.77,964.29,1178.91,1090.97,898.89,759.77,964.29,1090.97,,,,,,,,,,,,,606.46,741.43,1187.42,1014.35,691.95,606.46,741.43,1014.35,,,562.99,904.48,1505.94,1178.89,873.32,562.99,904.48,1178.89,,,,,,,,,,,,,pearson,DOWN,DOWN,DOWN,DOWN,DOWN,,DOWN,DOWN,,,,,,,,,,,,,,,,,,,,,,,,954.48,964.93,972.77,954.48,964.93,972.77,962.32,,,,UP,100.0,HIGH_VOL/UPTREND,20.0
32,2026-06-13,2026-07-28,868.98,1249.69,1943.94,868.98,1106.8,1249.69,1943.94,1943.94,1106.8,,UP,981.61,,,,,,,,,,,,889.66,676.65,959.72,1406.45,1218.9,841.38,676.65,959.72,1218.9,,,720.54,915.27,1592.93,1356.91,841.01,720.54,915.27,1356.91,,,720.54,836.91,1181.03,1135.59,818.93,720.54,836.91,1135.59,,,761.89,948.74,1232.23,1106.11,927.33,761.89,948.74,1106.11,,,,,,,,,,,,,578.18,720.54,1177.08,1010.91,665.25,578.18,720.54,1010.91,,,547.48,909.7,1509.45,1208.77,841.38,547.48,909.7,1208.77,,,,,,,,,,,,,pearson,DOWN,DOWN,DOWN,DOWN,DOWN,,DOWN,DOWN,,,,,,,,,,,,,,,,,,,,,,,,897.27,902.86,907.05,897.27,902.86,907.05,901.46,,,,UP,100.0,HIGH_VOL/UPTREND,20.0
33,2026-06-13,2026-07-29,880.22,1290.38,1979.5,880.22,1134.51,1290.38,1979.5,1979.5,1134.51,,UP,981.61,,,,,,,,,,,,857.42,624.24,986.9,1373.63,1257.95,854.1,624.24,986.9,1257.95,,,689.51,887.22,1572.06,1344.06,860.25,689.51,887.22,1344.06,,,689.51,852.89,1208.15,1158.08,821.26,689.51,852.89,1158.08,,,718.29,945.6,1216.78,1109.82,928.92,718.29,945.6,1109.82,,,,,,,,,,,,,579.76,689.22,1186.99,996.28,653.11,579.76,689.22,996.28,,,565.67,879.47,1519.96,1230.16,838.19,565.67,879.47,1230.16,,,,,,,,,,,,,pearson,DOWN,UP,DOWN,DOWN,DOWN,,DOWN,DOWN,,,,,,,,,,,,,,,,,,,,,,,,907.96,910.79,912.92,907.96,910.79,912.92,910.08,,,,UP,100.0,HIGH_VOL/UPTREND,20.0
34,2026-06-13,2026-07-30,891.45,1331.08,2015.06,891.45,1162.21,1331.08,2015.06,2015.06,1162.21,,UP,981.61,,,,,,,,,,,,850.25,552.88,1048.25,1397.39,1249.9,841.79,552.88,1048.25,1249.9,,,619.38,866.41,1522.94,1333.49,844.97,619.38,866.41,1333.49,,,619.38,841.72,1199.84,1179.66,810.78,619.38,841.72,1179.66,,,686.08,964.86,1217.05,1113.02,901.12,686.08,964.86,1113.02,,,,,,,,,,,,,577.84,689.22,1191.94,988.97,666.42,577.84,689.22,988.97,,,611.43,886.86,1563.23,1219.48,825.49,611.43,886.86,1219.48,,,,,,,,,,,,,pearson,DOWN,UP,DOWN,DOWN,DOWN,,DOWN,DOWN,,,,,,,,,,,,,,,,,,,,,,,,789.48,804.83,816.35,789.48,804.83,816.35,801.0,,,,UP,100.0,HIGH_VOL/UPTREND,20.0
35,2026-06-13,2026-07-31,902.68,1371.77,2050.62,902.68,1189.92,1371.77,2050.62,2050.62,1189.92,,UP,981.61,,,,,,,,,,,,881.3,558.27,1093.43,1435.38,1286.64,897.88,558.27,1093.43,1286.64,,,552.97,913.99,1535.43,1396.76,894.06,552.97,913.99,1396.76,,,552.97,891.39,1191.03,1154.41,818.01,552.97,891.39,1154.41,,,649.46,981.23,1200.74,1113.25,897.59,649.46,981.23,1113.25,,,,,,,,,,,,,591.49,647.44,1144.39,928.29,634.7,591.49,647.44,,,,558.07,914.48,1508.26,1208.45,822.08,558.07,914.48,1208.45,,,,,,,,,,,,,pearson,DOWN,UP,DOWN,DOWN,DOWN,,DOWN,DOWN,,,,,,,,,,,,,,,,,,,,,,,,850.28,856.87,861.81,850.28,856.87,861.81,855.22,,,,UP,100.0,HIGH_VOL/UPTREND,20.0
36,2026-06-13,2026-08-03,913.92,1412.47,2086.18,913.92,1217.63,1412.47,2086.18,2086.18,1217.63,,UP,981.61,,,,,,,,,,,,843.09,618.72,1100.7,1488.54,1295.04,987.25,618.72,1100.7,1295.04,987.25,,591.97,999.14,1510.19,1329.97,937.61,591.97,999.14,1329.97,,,591.97,979.89,1198.48,1150.95,897.17,591.97,979.89,1150.95,,,688.78,971.63,1151.85,1133.8,878.72,688.78,971.63,1133.8,,,,,,,,,,,,,613.38,647.44,1123.3,903.34,641.36,613.38,647.44,,,,521.39,967.34,1501.73,1165.31,796.55,521.39,967.34,1165.31,,,,,,,,,,,,,pearson,DOWN,UP,UP,DOWN,DOWN,,DOWN,DOWN,,,,,,,,,,,,,,,,,,,,,,,,941.24,941.55,941.79,941.24,941.55,941.79,941.47,,,,UP,100.0,HIGH_VOL/UPTREND,20.0
37,2026-06-13,2026-08-04,925.15,1453.16,2121.74,925.15,1245.33,1453.16,2121.74,2121.74,1245.33,,UP,981.61,,,,,,,,,,,,847.86,608.99,1059.56,1478.27,1304.29,946.07,608.99,1059.56,1304.29,,,644.6,979.86,1556.7,1346.58,916.47,644.6,979.86,1346.58,,,629.35,941.57,1270.1,1213.75,879.21,629.35,941.57,1213.75,,,711.64,945.19,1158.49,1142.54,890.05,711.64,945.19,1142.54,,,,,,,,,,,,,569.02,648.86,1133.63,906.78,623.23,569.02,648.86,,,,556.59,949.91,1480.4,1177.36,799.35,556.59,949.91,1177.36,,,,,,,,,,,,,pearson,DOWN,UP,DOWN,DOWN,DOWN,,DOWN,DOWN,,,,,,,,,,,,,,,,,,,,,,,,909.27,921.96,931.48,909.27,921.96,931.48,918.79,,,,UP,100.0,HIGH_VOL/UPTREND,20.0
38,2026-06-13,2026-08-05,936.38,1493.86,2157.31,936.38,1273.04,1493.86,2157.31,2157.31,1273.04,,UP,981.61,,,,,,,,,,,,809.65,609.96,1017.46,1455.92,1356.28,922.08,609.96,1017.46,1356.28,,,672.19,964.08,1558.79,1313.36,901.96,672.19,964.08,1313.36,,,667.25,915.96,1314.36,1239.41,858.81,667.25,915.96,1239.41,,,722.19,916.06,1182.94,1147.39,818.09,722.19,916.06,1147.39,,,,,,,,,,,,,606.03,748.69,1113.39,917.96,699.84,606.03,748.69,,,,617.44,872.16,1441.02,1193.7,778.59,617.44,872.16,1193.7,,,,,,,,,,,,,pearson,DOWN,UP,DOWN,DOWN,DOWN,,DOWN,DOWN,,,,,,,,,,,,,,,,,,,,,,,,951.06,958.29,963.71,951.06,958.29,963.71,956.48,,,,UP,100.0,HIGH_VOL/UPTREND,20.0
39,2026-06-13,2026-08-06,947.62,1534.55,2192.87,947.62,1300.75,1534.55,2192.87,2192.87,1300.75,,UP,981.61,,,,,,,,,,,,815.62,538.95,1051.62,1425.76,1333.26,957.48,538.95,1051.62,1333.26,,,689.45,983.36,1513.32,1380.7,899.74,689.45,983.36,1380.7,,,674.55,947.07,1357.7,1254.06,873.06,674.55,947.07,1254.06,,,595.83,928.21,1167.87,1105.1,851.77,595.83,928.21,1105.1,,,,,,,,,,,,,537.69,815.24,1077.44,914.94,726.08,537.69,815.24,,,,571.12,845.94,1355.24,1190.69,786.51,571.12,845.94,1190.69,,,,,,,,,,,,,pearson,DOWN,UP,UP,DOWN,DOWN,,DOWN,DOWN,,,,,,,,,,,,,,,,,,,,,,,,959.1,962.55,965.14,959.1,962.55,965.14,961.69,,,,UP,100.0,HIGH_VOL/UPTREND,20.0
40,2026-06-13,2026-08-07,958.85,1575.25,2228.43,958.85,1328.46,1575.25,2228.43,2228.43,1328.46,,UP,981.61,,,,,,,,,,,,780.99,533.06,1070.75,1423.75,1354.0,968.14,533.06,1070.75,1354.0,,,625.19,995.63,1495.75,1350.27,943.91,625.19,995.63,1350.27,,,614.84,964.77,1305.32,1217.47,909.61,614.84,964.77,1217.47,,,709.83,931.23,1146.9,1121.43,837.09,709.83,931.23,1121.43,,,,,,,,,,,,,549.21,820.25,1107.7,923.82,715.55,549.21,820.25,,,,570.49,819.04,1391.31,1162.73,778.66,570.49,819.04,1162.73,,,,,,,,,,,,,pearson,DOWN,UP,UP,DOWN,DOWN,,DOWN,DOWN,,,,,,,,,,,,,,,,,,,,,,,,992.86,1014.48,1030.7,992.86,1014.48,1030.7,1009.07,992.86,1014.48,1030.7,UP,100.0,HIGH_VOL/UPTREND,20.0
